,artist_name,track_name,popularity,duration_s,key,mode,tempo,valence,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,music_genre
3069,Rival Sons,Keep On Swinging,51.0,239.413,C#,Minor,173.546,0.404,0.000892,0.209,0.857,0.00123,0.489,-5.419,0.0913,Blues
3070,Clutch,Book of Bad Decisions,34.0,202.993,F#,Minor,157.07299999999998,0.773,0.00106,0.463,0.8,0.00437,0.152,-6.879,0.0433,Blues
3071,Blue Öyster Cult,In Thee,32.0,230.147,A,Major,121.36399999999999,0.525,0.194,0.593,0.608,1.66e-06,0.219,-8.378,0.0344,Blues
3072,Robert Johnson,Come On In My Kitchen - Take 2,27.0,169.16,F#,Minor,88.454,0.222,0.974,0.615,0.032,1.73e-06,0.111,-16.305,0.119,Blues
3073,Muddy Waters,Champagne & Reefer - Live,43.0,292.373,C,Major,207.8,0.525,0.331,0.333,0.603,0.0268,0.195,-8.339,0.176,Blues
3074,empty_field,Pinball Wizard - Remixed Studio Version,61.0,181.667,D,Major,123.48700000000001,0.476,0.00597,0.543,0.647,0.0,0.195,-10.342,0.0365,Blues
3075,Sonic Youth,Incinerate,47.0,295.813,G#,Major,76.76100000000001,0.444,0.096,0.52,0.858,0.588,0.14,-7.914,0.0358,Blues
3076,Blues Traveler,Vagabond Blues (feat. Dirty Heads & Rome),45.0,185.373,D,Major,65.101,0.697,0.0352,0.672,0.699,2.71e-06,0.185,-5.429,0.202,Blues
3077,Des Rocs,"Maybe, I",49.0,186.748,C,Major,65.101,0.415,0.203,0.494,0.673,0.0,0.0914,-5.46,0.0514,Blues
3078,empty_field,Grave Digger,44.0,215.328,E,Minor,90.99600000000001,0.349,0.22,0.58,0.471,1.07e-05,0.113,-11.951,0.0322,Blues
3079,Stevie Ray Vaughan,Wham,34.0,144.6,C#,Major,99.993,0.727,3.23e-06,0.275,0.958,0.241,0.315,-9.171,0.0408,Blues
3080,Gary Clark Jr.,Third Stone from the Sun / If You Love Me Like You Say,34.0,216.071,E,Major,86.6,0.246,0.00519,0.392,0.851,0.241,0.139,-3.486,0.0841,Blues
3081,Blues Traveler,Tangle Of Our Dreaming,26.0,216.071,B,Major,93.98700000000001,0.595,0.0376,0.609,0.855,1.92e-05,0.363,-4.65,0.0401,Blues
3082,"Bobby ""Blue"" Bland",Take Off Your Shoes,21.0,288.733,C,Major,181.58,0.42,0.285,0.611,0.264,0.000273,0.0741,-16.016,0.0433,Blues
3083,Howlin' Wolf,I Asked For Water,27.0,167.893,E,Major,116.99160789204458,0.386,0.977,0.696,0.153,0.00138,0.12,-19.335,0.0399,Blues
3084,empty_field,Keep It To Yourself,0.0,167.893,D,Major,119.345,0.869,0.83,0.642,0.648,0.011,0.0784,-7.758,0.0694,Blues
3085,Canned Heat,The Harder They Come,37.0,167.977,C#,Major,119.345,0.692,0.626,0.496,0.636,0.000596,0.0992,-14.32,0.266,Blues
3086,Bill Doggett,Honky Tonk (Part 1),27.0,187.32,F,Major,104.89399999999999,0.689,0.599,0.641,0.618,0.0,0.112,-7.006,0.027,Blues
3087,The Drifters,Save the Last Dance for Me,56.0,154.96,E,Major,143.453,0.896,0.614,0.54,0.53,0.0,0.198,-10.583,0.0361,Blues
3088,The California Honeydrops,"Thinkin', Wonderin'",29.0,219.187,A,Minor,81.925,0.972,0.459,0.708,0.935,0.011,0.163,-5.741,0.0618,Blues
3089,Krokus,Screaming in the Night,49.0,397.773,A,Major,96.37799999999999,0.524,0.0218,0.475,0.576,0.0221,0.391,-13.059,0.0312,Blues
3090,empty_field,Sowa,43.0,186.907,A,Minor,105.904,0.299,0.434,0.773,0.359,0.0,0.155,-9.92,0.134,Blues
3091,The Derek Trucks Band,Maybe This Time,23.0,303.92,A,Major,85.835,0.415,0.107,0.605,0.701,0.00566,0.22,-5.899,0.0276,Blues
3092,Jimi Hendrix,"Rainy Day, Dream Away",39.0,222.067,D,Major,95.823,0.541,0.317,0.692,0.672,0.0017699999999999,0.39,-8.979,0.282,Blues
3093,Rival Sons,Look Away,42.0,162.093,G,Major,95.823,0.149,0.0129,0.33,0.744,0.0142,0.0815,-4.362,0.0316,Blues
3094,Jackie Wilson,Reet Petite,50.0,162.093,F,Major,85.969,0.842,0.389,0.678,0.683,0.0,0.135,-5.418,0.167,Blues
3095,The Platters,All My Love Belongs To You,38.0,152.04,G#,Major,133.327,0.248,0.972,0.299,0.149,5.98e-06,0.0663,-16.842,0.0325,Blues
3096,empty_field,Dying Crapshooters Blues,26.0,186.76,E,Major,72.141,0.581,0.89,0.617,0.235,0.0,0.131,-13.787,0.0398,Blues
3097,The Band,Rag Mama Rag - Remastered,36.0,350.24,A#,Major,91.00399999999999,0.94,0.774,0.592,0.78,0.0448,0.0943,-10.022,0.0398,Blues
3098,empty_field,Religion,29.0,350.24,G,Major,144.755,0.543,0.192,0.307,0.606,0.374,0.152,-8.814,0.0417,Blues
3099,Phish,Devotion to a Dream,23.0,347.36,B,Major,168.542,0.818,0.147,0.446,0.889,7.75e-06,0.176,-6.405,0.0359,Blues
3100,The Byrds,Have You Seen Her Face,40.0,159.973,B,Minor,130.832,0.793,0.43,0.525,0.637,3.02e-06,0.317,-8.409,0.0285,Blues
3101,Joe Cocker,Bye Bye Blackbird,38.0,207.667,A#,Major,123.81,0.268,0.713,0.506,0.392,0.000574,0.316,-12.784,0.0373,Blues
3102,The Paul Butterfield Blues Band,Mystery Train,26.0,155.28,A,Major,123.78,0.841,0.619,0.663,0.881,0.00128,0.481,-8.562,0.0418,Blues
3103,Goodbye June,Bad Things,36.0,186.357,C#,Major,123.78,0.377,0.0269,0.482,0.928,6.83e-06,0.0865,-3.865,0.0944,Blues
3104,Heartless Bastards,The Arrow Killed The Beast,20.0,391.027,A,Minor,119.694,0.33,0.381,0.325,0.446,0.0132,0.134,-8.59,0.0302,Blues
3105,empty_field,Girl from North Country,29.0,500.613,A,Major,119.694,0.304,0.616,0.488,0.489,7.61e-05,0.108,-8.557,0.0351,Blues
3106,Eric Johnson,Song For Irene,41.0,149.013,D,Major,144.322,0.832,0.901,0.386,0.299,0.000186,0.108,-15.785,0.0391,Blues
3107,empty_field,My Ding-A-Ling - Live,37.0,223.573,E,Major,144.322,0.846,0.791,0.767,0.517,0.000186,0.078,-9.908,0.195,Blues
3108,The Modern Lovers,Government Center,33.0,123.853,A,Major,143.476,0.959,0.192,0.592,0.601,0.0,0.0824,-6.946,0.0341,Blues
3109,Widespread Panic,Coconut,32.0,303.867,D,Major,105.963,0.906,0.0232,0.476,0.797,0.00158,0.2,-13.255,0.0477,Blues
3110,Blues Saraceno,Outlaw Justice,32.0,215.874,A,Major,90.065,0.621,0.00415,0.528,0.872,0.528,0.0923,-5.497,0.0426,Blues
3111,Charlie Musselwhite,Homeless Child,26.0,185.64,F,Minor,115.46,0.945,0.685,0.629,0.651,0.00215,0.0892,-8.338,0.0582,Blues
3112,Royal Blood,Look Like You Know,49.0,185.64,C#,Minor,128.012,0.581,0.000166,0.54,0.764,0.0,0.336,-4.461,0.0547,Blues
3113,Archie Bell & The Drells,Tighten Up,36.0,191.013,B,Major,122.90799999999999,0.787,0.289,0.624,0.695,0.00026,0.144,-6.366,0.185,Blues
3114,Louis Prima,"Oh, Marie - Remastered",38.0,147.133,C,Major,111.67399999999999,0.817,0.53,0.662,0.631,4.03e-05,0.0638,-10.957,0.0552,Blues
3115,New York Dolls,Jet Boy,32.0,280.4,A,Minor,86.67299999999999,0.404,0.00695,0.363,0.825,2.62e-06,0.246,-8.968,0.0493,Blues
3116,Robert Cray,[Won't Be] Coming Home,37.0,292.427,D,Minor,111.21382858341747,0.468,0.0543,0.69,0.788,0.00285,0.255,-4.437,0.0242,Blues
3117,B.B. King,Ghetto Woman,38.0,313.84,G,Minor,96.01899999999999,0.627,0.574,0.628,0.426,0.261,0.148,-11.909,0.03,Blues
3118,Clutch,Weird Times,28.0,189.284,B,Minor,96.01899999999999,0.598,0.0193,0.496,0.947,1.94e-06,0.24,-4.723,0.0331,Blues
3119,Koko Taylor,I'd Rather Go Blind,34.0,300.467,G#,Major,129.981,0.458,0.473,0.527,0.167,0.000843,0.0896,-16.77,0.0374,Blues
3120,The Marshall Tucker Band,Searchin' for a Rainbow,39.0,130.987,G,Major,93.65100000000001,0.726,0.0422,0.383,0.659,1.55e-05,0.183,-6.169,0.0343,Blues
3121,Otis Redding,Respect - Mono; 2008 Remaster,37.0,130.987,D,Major,117.538,0.961,0.19,0.709,0.841,0.000195,0.0686,-6.143,0.0519,Blues
3122,John Mayall & The Bluesbreakers,Steppin' Out - Mono Instrumental,30.0,147.56,C,Major,91.57,0.742,0.0433,0.481,0.623,0.00707,0.125,-4.77,0.0334,Blues
3123,Al Green,I Wish You Were Here,34.0,198.493,D,Minor,142.065,0.351,0.107,0.499,0.377,0.0,0.149,-10.224,0.0302,Blues
3124,Robert Johnson,Hell Hound On My Trail,30.0,157.867,A,Major,96.094,0.394,0.938,0.588,0.146,1.66e-05,0.111,-12.154,0.0354,Blues
3125,Dr. John,Danse Kalinda Ba Doom,33.0,219.16,G,Major,115.75,0.901,0.844,0.459,0.577,0.00104,0.0718,-15.469,0.0383,Blues
3126,The California Honeydrops,Carolina Peach,27.0,296.021,F,Minor,115.75,0.733,0.504,0.697,0.529,3.34e-05,0.222,-8.98,0.109,Blues
3127,The Arcs,The Arc,44.0,232.147,B,Minor,124.264,0.553,0.00086,0.34,0.729,0.375,0.104,-9.401,0.0396,Blues
3128,Phish,Turtle In The Clouds - Live,36.0,333.613,G,Major,124.264,0.446,0.259,0.636,0.852,0.0824,0.127,-6.271,0.0451,Blues
3129,Etta James,Girl Of My Dreams - Single Version,33.0,145.6,D#,Major,141.653,0.614,0.825,0.565,0.383,0.0,0.127,-6.927,0.0349,Blues
3130,Santana,All I Ever Wanted,25.0,241.227,A,Major,156.428,0.938,0.000315,0.415,0.817,0.136,0.11,-11.947,0.0404,Blues
3131,Colin James,Riding In the Moonlight / Mr. Luck,38.0,177.367,A,Major,131.123,0.961,0.618,0.619,0.697,0.000315,0.241,-6.167,0.0813,Blues
3132,Popa Chubby,Sweet Goddess of Love and Beer,29.0,162.213,A,Major,110.426,0.854,0.257,0.683,0.684,0.000341,0.135,-7.296,0.0515,Blues
3133,Muddy Waters,I Can't Be Satisfied,47.0,162.213,D,Major,105.103,0.617,0.953,0.661,0.401,0.0211,0.0822,-8.951,0.0531,Blues
3134,Cage The Elephant,Too Late To Say Goodbye - Unpeeled,40.0,264.627,E,Minor,95.43799999999999,0.19,0.118,0.326,0.639,0.0,0.462,-4.267,0.0384,Blues
3135,The Raconteurs,Many Shades of Black,42.0,264.627,G,Minor,95.43799999999999,0.632,0.0196,0.408,0.728,0.0,0.462,-4.287,0.034,Blues
3136,The Intruders,I'll Always Love My Mama,37.0,395.56,C#,Minor,119.619,0.856,0.0601,0.682,0.838,0.0,0.599,-7.818,0.0634,Blues
3137,The Jeff Healey Band,Angel Eyes,45.0,280.933,C,Major,126.90899999999999,0.397,0.355,0.536,0.571,0.0,0.0595,-6.879,0.0278,Blues
3138,The Wood Brothers,Raindrop,31.0,221.4,C,Major,85.34,0.731,0.387,0.64,0.716,2.46e-05,0.183,-6.248,0.0432,Blues
3139,The Stooges,Penetration - Iggy Pop Mix,32.0,221.4,G#,Major,137.96,0.414,3.54e-05,0.357,0.965,0.0169,0.0812,-1.047,0.123,Blues
3140,Them Crooked Vultures,Scumbag Blues,46.0,265.827,G,Major,112.23100000000001,0.494,2.82e-05,0.532,0.799,0.015,0.0774,-5.044,0.0378,Blues
3141,J. Roddy Walston & The Business,Bad Habits,25.0,221.173,F#,Major,109.91,0.663,0.221,0.556,0.886,1.32e-05,0.108,-3.38,0.0504,Blues
3142,empty_field,Around My Head,45.0,191.6,D,Major,109.91,0.474,0.000659,0.516,0.959,4.44e-06,0.046,-2.484,0.0597,Blues
3143,Mose Allison,If You're Going to the City,31.0,227.267,A#,Minor,73.241,0.603,0.919,0.516,0.192,2.59e-05,0.184,-18.983,0.065,Blues
3144,Black Rebel Motorcycle Club,Berlin,31.0,190.507,C,Major,132.49200000000002,0.459,0.0877,0.557,0.985,8.53e-05,0.164,-2.317,0.0795,Blues
3145,Mary Wells,I've Got A Notion,35.0,152.2,B,Minor,142.151,0.808,0.495,0.611,0.445,0.0,0.187,-12.008,0.0451,Blues
3146,Billie Holiday,Yesterdays,39.0,205.133,F,Minor,76.60300000000001,0.188,0.949,0.41,0.1,0.0,0.125,-13.706,0.0434,Blues
3147,Cream,Outside Woman Blues,38.0,144.933,A,Major,113.48700000000001,0.956,0.619,0.648,0.491,4.04e-05,0.284,-13.517,0.0479,Blues
3148,empty_field,Everybody's Everything,30.0,255.56,F,Major,138.155,0.694,0.0184,0.519,0.9,0.000678,0.0917,-9.181,0.0559,Blues
3149,Ry Cooder,Vigilante Man,30.0,255.56,C,Minor,75.845,0.323,0.742,0.578,0.0563,0.000105,0.109,-21.523,0.0421,Blues
3151,Jeff Beck,You Shook Me - Alternate Version,25.0,148.933,E,Major,179.197,0.526,0.905,0.266,0.695,0.627,0.167,-8.308,0.052,Blues
3152,Santana,Black Magic Woman,62.0,196.467,D,Minor,124.348,0.622,0.676,0.489,0.349,0.0789,0.0866,-14.295,0.0323,Blues
3153,"Crosby, Stills, Nash & Young",Teach Your Children,59.0,118.4,D,Major,154.7,0.667,0.643,0.497,0.285,1.66e-05,0.389,-14.537,0.0264,Blues
3154,The White Stripes,Let's Build A Home,27.0,118.4,D,Major,166.90599999999998,0.248,0.12,0.263,0.916,0.000841,0.323,-8.756,0.0582,Blues
3155,The Heavy,No Time,31.0,271.12,E,Major,111.992,0.884,0.0023899999999999,0.662,0.957,0.0,0.395,-4.817,0.0582,Blues
3156,Pete Molinari,So Long Gone,26.0,212.876,A,Minor,117.434,0.382,0.0828,0.374,0.556,0.0154,0.187,-5.985,0.0294,Blues
3157,The Blues Brothers,Season Of The Witch,25.0,309.6,D,Major,146.537,0.463,0.00221,0.461,0.675,0.0511,0.303,-7.668,0.0853,Blues
3158,The Impressions,People Get Ready,57.0,163.36,C#,Major,142.442,0.341,0.894,0.414,0.249,8.37e-06,0.188,-12.674,0.0369,Blues
3159,Steppenwolf,Magic Carpet Ride,68.0,271.573,E,Minor,111.676,0.801,0.142,0.64,0.651,0.28,0.0341,-14.981,0.0517,Blues
3160,Bad Company,Crazy Circles,32.0,211.16,D,Major,97.417,0.637,0.354,0.441,0.612,0.0,0.152,-8.614,0.0297,Blues
3161,JJ Grey & Mofro,I Believe (In Everything),30.0,253.56,A,Major,100.976,0.276,0.0659,0.48,0.389,0.000315,0.137,-8.464,0.0342,Blues
3162,Atlanta Rhythm Section,Homesick,43.0,253.56,F,Major,100.976,0.723,0.0102,0.562,0.698,0.000126,0.255,-9.19,0.0241,Blues
3163,ZZ Top,Just Got Back from Baby's,37.0,250.12,C,Major,84.545,0.734,0.544,0.611,0.337,0.23,0.377,-11.391,0.0597,Blues
3164,Louis Prima,Just A Gigolo / I Ain't Got Nobody - Medley / Remastered,30.0,284.893,G#,Major,124.87799999999999,0.67,0.683,0.519,0.638,0.0,0.0561,-5.226,0.0942,Blues
3165,Traffic,Hidden Treasure,33.0,251.96,C,Major,155.518,0.594,0.346,0.41,0.417,0.001,0.137,-12.692,0.0285,Blues
3166,Grace Potter & The Nocturnals,Turntable,22.0,241.333,G,Major,140.001,0.69,0.00044,0.574,0.74,0.0125,0.18,-7.299,0.0457,Blues
3167,Billie Holiday,All of You,37.0,150.6,G,Minor,120.855,0.545,0.469,0.579,0.239,0.0,0.246,-14.659,0.0762,Blues
3168,Johnnie Taylor,I Believe In You (You Believe In Me),35.0,306.933,F,Minor,96.449,0.521,0.758,0.645,0.453,0.00183,0.0798,-10.087,0.0453,Blues
3169,Jimmy Jones,Handy Man,27.0,253.4,A#,Major,144.995,0.854,0.376,0.452,0.644,0.0,0.196,-9.061,0.049,Blues
3170,The Kills,Satellite,28.0,253.4,G,Minor,142.004,0.72,0.0201,0.578,0.837,0.689,0.0857,-4.604,0.0348,Blues
3171,Lynyrd Skynyrd,Honky Tonk Night Time Man,29.0,244.827,G,Major,125.831,0.938,0.00976,0.634,0.633,0.00682,0.0719,-11.175,0.0304,Blues
3172,Odetta,"Don't Think Twice, It's All Right",34.0,341.293,D,Major,125.831,0.392,0.728,0.779,0.216,0.0006259999999999,0.0969,-13.175,0.043,Blues
3173,Larkin Poe,Trouble in Mind,42.0,222.733,B,Minor,75.557,0.392,1.82e-05,0.547,0.972,0.00295,0.238,-4.581,0.0893,Blues
3174,empty_field,Am I Losing You,32.0,210.24,D,Minor,75.557,0.611,0.0141,0.468,0.723,0.0194,0.386,-5.49,0.0284,Blues
3175,Blues Saraceno,Evil’s on the Run,29.0,210.24,E,Minor,79.99,0.654,0.324,0.585,0.66,0.0,0.123,-8.677,0.0296,Blues
3176,Traffic,You Can All Join In,31.0,218.627,D,Major,94.961,0.93,0.291,0.717,0.548,0.0,0.0293,-9.949,0.0328,Blues
3177,Reigning Sound,Never Coming Home,33.0,207.68,A,Major,130.509,0.711,0.102,0.596,0.718,0.0,0.268,-5.266,0.0314,Blues
3178,Reignwolf,In the Dark,41.0,206.01949945329582,G,Major,124.26799999999999,0.68,0.021,0.392,0.683,8.71e-06,0.122,-6.057,0.0823,Blues
3179,Big Yayo,The Boots on Song (feat. Omar Cunningham),27.0,223.093,E,Minor,91.994,0.704,0.0349,0.905,0.569,0.0,0.458,-4.481,0.0829,Blues
3181,Taj Mahal,Coconut Man - Live,28.0,464.56,D,Major,109.212,0.843,0.378,0.721,0.57,2.8e-06,0.678,-8.937,0.0999,Blues
3182,LaVern Baker,Soul on Fire,28.0,185.387,D#,Major,68.07,0.672,0.859,0.574,0.284,0.0,0.114,-9.087,0.0363,Blues
3184,Juzzie Smith,Jamming,33.0,168.24,A,Major,96.06700000000001,0.642,0.00928,0.753,0.621,0.641,0.0256,-7.192,0.157,Blues
3185,Kenny Wayne Shepherd,Diamonds & Gold,42.0,317.773,G#,Major,92.155,0.804,0.0418,0.571,0.852,2.37e-05,0.0527,-5.752,0.0323,Blues
3186,Luther Allison,You Can't Always Get What You Want,28.0,280.827,A,Major,91.645,0.503,0.151,0.594,0.641,0.000478,0.0477,-11.022,0.137,Blues
3187,Phish,Roses Are Free,39.0,333.307,D#,Major,99.426,0.862,0.729,0.455,0.762,0.00123,0.502,-5.569,0.0275,Blues
3188,T. Rex,Lean Woman Blues - Remastered,30.0,182.44,A,Major,114.445,0.581,0.0429,0.417,0.75,0.000502,0.331,-9.085,0.116,Blues
3189,ZZ Top,Sharp Dressed Man,52.0,251.947,C,Major,125.113,0.396,0.0004639999999999,0.653,0.766,0.00206,0.103,-8.078,0.0261,Blues
3190,Dan Auerbach,We Gotta Get Out of This Place,39.0,202.154,F,Major,124.63799999999999,0.897,0.188,0.599,0.71,6.9e-06,0.192,-7.052,0.0265,Blues
3191,Ty Segall,Fanny Dog,34.0,219.373,G,Major,91.74,0.64,0.000347,0.334,0.718,0.000649,0.166,-7.124,0.032,Blues
3192,Odetta,He's Got the Whole World in His Hands,28.0,113.813,A,Major,119.74700000000001,0.878,0.714,0.616,0.186,1.32e-06,0.166,-13.757,0.051,Blues
3193,Stevie Ray Vaughan,The Sky Is Crying - 1985 Version,37.0,276.733,E,Major,163.998,0.453,0.00514,0.313,0.506,4.24e-05,0.0877,-9.555,0.0425,Blues
3194,Reignwolf,Are You Satisfied?,46.0,85.207,D#,Minor,140.97899999999998,0.615,0.0039299999999999,0.295,0.832,0.0722,0.102,-6.789,0.0631,Blues
3195,The Arcs,Skull Session,27.0,85.207,D,Major,82.204,0.727,0.173,0.469,0.564,0.00193,0.454,-10.088,0.0534,Blues
3196,The Allman Brothers Band,Outskirts of Town - Live,35.0,509.853,F,Major,169.146,0.541,0.227,0.32,0.646,0.116,0.356,-10.189,0.0534,Blues
3197,Thin Lizzy,Dancing In The Moonlight (It's Caught Me In It's Spotlight),60.0,204.653,E,Minor,144.954,0.793,0.00807,0.522,0.465,0.0,0.108,-13.744,0.208,Blues
3198,Wolfmother,Joker & The Thief - Final Hour Mix,42.0,223.18434010041346,G,Minor,84.98100000000001,0.21,0.000236,0.491,0.592,0.0511,0.324,-8.804,0.0414,Blues
3199,Susan Tedeschi,Love Will,22.0,284.533,G,Minor,105.927,0.628,0.344,0.682,0.612,1.5e-05,0.1,-6.423,0.0326,Blues
3200,Chris Rea,Fool (If You Think It's Over),32.0,284.533,E,Minor,105.927,0.91,0.312,0.722,0.412,2.5e-05,0.0448,-14.3,0.0267,Blues
3201,KONGOS,The World Would Run Better,32.0,180.28,A,Minor,107.26312511964738,0.533,0.549,0.673,0.662,0.0010199999999999,0.254,-9.08,0.0394,Blues
3202,T-Bone Walker,Mean Old World,40.0,247.373,C,Major,105.509,0.624,0.527,0.73,0.235,0.0112,0.0663,-15.276,0.0355,Blues
3203,Quaker City Night Hawks,Good Evening,45.0,160.84,F,Major,105.509,0.267,0.0134,0.527,0.606,0.00029,0.418,-6.799,0.0305,Blues
3204,Nina Simone,Trouble In Mind - Live In New York/1965,39.0,160.84,C,Minor,106.068,0.729,0.823,0.495,0.373,0.0,0.0901,-10.609,0.0377,Blues
3205,empty_field,Boogie On Reggae Woman,22.0,214.222,F,Minor,109.33200000000001,0.876,0.489,0.606,0.684,0.358,0.093,-11.142,0.0343,Blues
3206,The Kills,Whirling Eye,30.0,214.222,F,Major,131.833,0.595,0.0565,0.66,0.805,1.41e-06,0.223,-6.244,0.0308,Blues
3207,Black Pistol Fire,Wake the Riot,26.0,155.48,D,Major,108.943,0.485,0.00313,0.378,0.959,1.41e-06,0.0616,-4.878,0.118,Blues
3208,Scientists,Last Night,28.0,158.013,C,Major,154.476,0.414,0.00286,0.453,0.958,8.9e-05,0.161,-4.679,0.118,Blues
3209,Chuck Berry,Almost Grown,36.0,141.96,C,Major,151.403,0.756,0.786,0.528,0.645,0.0,0.0441,-9.446,0.0916,Blues
3210,Shovels & Rope,By Blood,29.0,219.62,C,Major,112.62100000000001,0.0559999999999999,0.197,0.404,0.387,0.0942,0.153,-13.539,0.0317,Blues
3211,John Mayer Trio,Who Did You Think I Was - Live In Concert,38.0,189.16,G,Major,188.68599999999998,0.419,0.000379,0.232,0.968,0.136,0.447,-5.597,0.102,Blues
3212,Jethro Tull,Hymn 43,38.0,196.68,G,Major,93.116,0.88,0.081,0.491,0.791,6.87e-06,0.447,-8.801,0.036,Blues
3213,Steely Dan,Everyone's Gone To The Movies,39.0,224.867,C,Major,121.587,0.858,0.214,0.837,0.526,0.0,0.0768,-11.744,0.0449,Blues
3214,All Them Witches,Alabaster,36.0,417.533,C,Minor,117.48100000000001,0.512,0.135,0.513,0.887,0.00207,0.0997,-6.569,0.0566,Blues
3215,empty_field,I Thank You,42.0,204.133,G,Major,110.441,0.791,0.395,0.799,0.524,1.42e-06,0.124,-12.439,0.0489,Blues
3216,Kenny Wayne Shepherd,Trouble Is...,23.0,237.573,G,Minor,120.948,0.742,6.99e-05,0.422,0.866,0.0,0.031,-6.752,0.0447,Blues
3217,Black Joe Lewis & The Honeybears,Nature’s Natural,21.0,203.693,B,Major,87.087,0.841,0.0313,0.608,0.74,0.0,0.102,-4.576,0.0313,Blues
3218,Jack White,Hypermisophoniac,29.0,214.44,C,Major,100.325,0.489,0.467,0.629,0.819,0.115,0.321,-9.118,0.166,Blues
3219,Rufus Thomas,Do The Funky Chicken,31.0,241.608,G#,Major,114.838,0.741,0.0208,0.796,0.402,2.7e-05,0.0274,-13.677,0.164,Blues
3220,The Marcus King Band,Goodbye Carolina,40.0,241.608,C,Major,79.872,0.223,0.225,0.455,0.455,1.16e-05,0.151,-8.883,0.0336,Blues
3221,Ella Fitzgerald,My Romance,51.0,224.227,G,Major,89.10700000000001,0.165,0.88,0.188,0.307,0.000832,0.307,-12.212,0.0305,Blues
3222,The Picturebooks,Zero Fucks Given,31.0,197.493,B,Minor,73.764,0.324,0.0212,0.371,0.61,0.0673,0.0905,-7.279,0.0356,Blues
3223,Anders Osborne,Ho-Di-Ko-Di-Ya-La-Ma-La,25.0,238.44,G,Major,106.225,0.77,0.143,0.609,0.721,0.0,0.335,-6.208,0.0416,Blues
3224,Seasick Steve,Don't Ask Me (Bonus Track),24.0,448.987,G,Major,106.225,0.288,0.871,0.671,0.391,0.0265,0.136,-13.43,0.121,Blues
3226,Merl Saunders,Positively 4th Street,31.0,465.813,G,Major,79.226,0.56,0.546,0.525,0.472,0.645,0.16,-10.438,0.0332,Blues
3227,Jimi Hendrix,Send My Love to Linda,43.0,194.875,G#,Major,135.09799999999998,0.404,0.398,0.368,0.499,0.222,0.16,-10.987,0.0337,Blues
3228,Royal Blood,"How Did We Get So Dark? - Recorded at Abbey Road Studios, London",35.0,194.875,A#,Minor,135.09799999999998,0.701,0.00518,0.515,0.806,0.00066,0.13,-7.703,0.0404,Blues
3229,Rufus Thomas,Walkin' The Dog,31.0,153.853,G#,Major,120.311,0.707,0.408,0.877,0.448,0.275,0.117,-10.434,0.0467,Blues
3230,The Sonics,Shot Down,38.0,132.627,G,Minor,141.63,0.821,0.297,0.622,0.918,1.84e-06,0.176,-6.342,0.0773,Blues
3231,Phish,Taste,27.0,247.293,G,Major,112.851,0.75,0.307,0.416,0.873,0.518,0.148,-8.043,0.0328,Blues
3232,Ella Fitzgerald,Dream A Little Dream Of Me,46.0,187.693,C,Major,95.26100000000001,0.36,0.916,0.491,0.154,0.0,0.163,-13.706,0.0839,Blues
3233,John Fogerty,Southern Streamline,39.0,236.2,D,Major,193.243,0.809,0.177,0.551,0.901,2.57e-05,0.0734,-5.182,0.0398,Blues
3235,Roy Brown,Mighty Mighty Man,37.0,143.23,C,Minor,148.015,0.82,0.824,0.574,0.374,0.0,0.581,-15.127,0.0392,Blues
3236,Joe Bonamassa,Tennessee Plates,27.0,258.787,A,Major,148.015,0.852,0.00285,0.541,0.872,0.167,0.103,-6.078,0.0357,Blues
3237,Dr. John,Stealin',21.0,212.027,D,Minor,79.01899999999999,0.834,0.636,0.8,0.432,0.000801,0.177,-8.384,0.0517,Blues
3238,The Marshall Tucker Band,This Ol' Cowboy,43.0,219.347,D,Major,109.309,0.817,0.193,0.439,0.746,3.05e-05,0.173,-5.78,0.0469,Blues
3239,Leon Bridges,Mississippi Kisses,47.0,145.16,C#,Minor,132.266,0.409,0.791,0.687,0.489,0.0,0.111,-8.123,0.171,Blues
3240,Lance Lopez,El Paso Sugar,28.0,342.147,D,Major,179.771,0.602,0.0225,0.241,0.808,0.0187,0.128,-6.398,0.0451,Blues
3241,Clutch,Subtle Hustle,31.0,166.92,G,Major,114.014,0.638,0.0127,0.582,0.961,0.0,0.0855,-2.872,0.0876,Blues
3243,J.J. Cale,Crying,32.0,155.827,C,Major,97.375,0.904,0.386,0.869,0.275,0.0954,0.162,-21.829,0.0906,Blues
3244,Anders Osborne,Windows,26.0,299.893,G#,Major,96.01,0.494,0.191,0.614,0.809,0.0696,0.136,-4.358,0.0303,Blues
3245,Ann Peebles,I'm Gonna Tear Your Playhouse Down,48.0,165.04,G,Minor,98.09200000000001,0.794,0.0224,0.727,0.314,0.00234,0.177,-12.519,0.0282,Blues
3246,Jack White,Servings and Portions from my Boarding House Reach,27.0,244.347,G,Major,96.494,0.366,0.141,0.471,0.552,0.122,0.242,-10.133,0.144,Blues
3247,Big Bill Broonzy,This Train (Bound For Glory),25.0,190.386,F#,Minor,173.67,0.579,0.953,0.676,0.0961,0.0022,0.122,-16.107,0.0608,Blues
3248,Jackie Greene,Gone Wanderin',33.0,176.733,A,Major,114.04700000000001,0.765,0.0504,0.649,0.748,0.0,0.0918,-6.037,0.0391,Blues
