"","Name","State","Bank","BankState","NAICS","ApprovalFY","Term","NoEmp","NewExist","CreateJob","RetainedJob","UrbanRural","RevLineCr","DisbursementGross","BalanceGross","MIS_Status","GrAppv","SBA_Appv"
"2115","LOUIS B TRENCHARD DDS MS","TX","WELLS FARGO BANK NATL ASSOC","SD",621210,"2000",216,4,1,4,4,1,"0","$427,000.00 ","$0.00 ","P I F","$427,000.00 ","$320,250.00 "
"2116","Main Street Cleaner and Tailor","MA","UNIBANK FOR SAVINGS","MA",812320,"2009",60,3,1,2,3,1,"Y","$260,000.00 ","$0.00 ","P I F","$150,000.00 ","$75,000.00 "
"2117","BELVIDERE ACE HARDWARE","IL","BLACKHAWK BANK","WI",444130,"2000",84,9,1,0,0,1,"N","$507,770.00 ","$0.00 ","P I F","$507,770.00 ","$380,828.00 "
"2118","WOMAR CHIROPRATIC CLINIC","PA","PNC BANK, NATIONAL ASSOCIATION","DE",621310,"2000",34,1,2,1,1,1,"Y","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"2119","WINFIELD BEATTY CONSTRUCITON,I","NE","FIRST NATIONAL BANK OF OMAHA","NE",0,"2000",60,2,2,0,0,1,"0","$29,000.00 ","$0.00 ","P I F","$29,000.00 ","$23,200.00 "
"2120","MIAMI SUBS","FL","BEAL BANK, SSB","TX",722110,"2000",120,25,2,0,0,1,"N","$542,000.00 ","$0.00 ","P I F","$542,000.00 ","$406,500.00 "
"2121","XTOPHER A AKINSOLA","TX","JPMORGAN CHASE BANK NATL ASSOC","IL",484110,"2009",84,1,2,1,1,1,"Y","$60,759.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"2122","Smith Enterprises, LLP","TX","JPMORGAN CHASE BANK NATL ASSOC","IL",236118,"2009",53,2,1,0,2,1,"N","$35,000.00 ","$0.00 ","CHGOFF","$35,000.00 ","$35,000.00 "
"2123","MANGIAMO","OR","WELLS FARGO BANK NATL ASSOC","OR",0,"1990",84,2,1,0,0,0,"N","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$45,000.00 "
"2124","GET SYSTEMS, INC.","NM","GRANTS ST. BANK A DIVISION OF","NM",333298,"2000",12,14,1,0,0,1,"N","$300,000.00 ","$0.00 ","P I F","$300,000.00 ","$270,000.00 "
"2125","MONIKAS CAFE & BISTRO/DIMAGGIO","CA","U.S. BANK NATIONAL ASSOCIATION","CA",0,"1990",300,1,2,0,0,0,"N","$225,000.00 ","$0.00 ","P I F","$225,000.00 ","$191,250.00 "
"2126","BILLS AUTO BODY","WI","BANK FIRST NATIONAL","WI",811121,"1990",240,5,1,0,0,0,"N","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$90,000.00 "
"2127","Prism Research, LLC","MN","VENTURE BANK","MN",621511,"2010",84,25,1,0,25,1,"N","$150,000.00 ","$0.00 ","P I F","$150,000.00 ","$135,000.00 "
"2128","Tri Precision Sheetmetal Inc.","CA","OPUS BANK","CA",332322,"2010",84,17,1,10,17,1,"N","$227,600.00 ","$0.00 ","P I F","$227,600.00 ","$204,840.00 "
"2129","MIXR'S INC","VA","WELLS FARGO BANK NATL ASSOC","NC",0,"2000",60,5,2,3,0,1,"0","$38,000.00 ","$0.00 ","P I F","$38,000.00 ","$19,000.00 "
"2130","MARY ANN COOK","PA","FIRST COMMONWEALTH BANK","PA",454110,"2000",83,1,2,1,1,1,"Y","$10,511.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"2131","CAPORICCI FOOTWEAR LTD., CORP.","FL","FIRST-CITIZENS BK & TR CO","FL",422340,"2000",84,4,1,0,0,1,"N","$150,000.00 ","$0.00 ","P I F","$150,000.00 ","$112,500.00 "
"2132","WARREN & BAERG MANUFACTURING I","CA","WORLD TRADE FINANCE,  INC.","CA",333111,"2000",5,22,1,0,0,2,"0","$500,000.00 ","$0.00 ","P I F","$500,000.00 ","$450,000.00 "
"2133","SWEET MINI'S INC.","MA","TD BANK, NATIONAL ASSOCIATION","DE",0,"2000",60,2,2,0,0,1,"0","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$40,000.00 "
"2134","PIILANI L & L, INC.","HI","AMERICAN SAVINGS BANK, FSB","HI",722211,"2010",60,12,1,0,12,2,"N","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"2135","7 ELEVEN","NJ","BANK OF AMERICA NATL ASSOC","RI",0,"2000",60,8,1,4,12,1,"0","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"2136","TOMLYN INC","NV","U.S. BANK NATIONAL ASSOCIATION","OH",0,"2000",300,10,1,3,7,1,"0","$400,000.00 ","$0.00 ","P I F","$400,000.00 ","$300,000.00 "
"2137","OVERSON-RANK CORPORATION","CA","WELLS FARGO BANK NATL ASSOC","SD",813920,"1990",300,8,1,0,0,0,"N","$120,000.00 ","$0.00 ","P I F","$120,000.00 ","$90,000.00 "
"2138","JOD'S VARIETY","ME","SANFORD INSTITUTION FOR SAVING","ME",452990,"2000",89,10,1,0,0,2,"0","$75,000.00 ","$0.00 ","CHGOFF","$90,000.00 ","$72,000.00 "
"2139","LAHACIENDA DE LOS REYES","AR","ARVEST BANK","AR",722110,"2000",120,5,1,0,0,2,"N","$113,600.00 ","$0.00 ","P I F","$113,600.00 ","$90,880.00 "
"2140","ENVIRONMENTAL PRODUCTS & SERVI","VT","MERCHANTS BANK","VT",0,"2000",60,11,1,0,0,1,"N","$233,000.00 ","$0.00 ","P I F","$233,000.00 ","$174,750.00 "
"2141","PYRAMID DIVERSIFIED SERVICES,","FL","SYNOVUS BANK","FL",0,"2000",84,4,2,0,0,2,"0","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$80,000.00 "
"2142","HIGHWAY 5 CAR WASH","GA","WELLS FARGO BANK NATL ASSOC","SD",811192,"1990",300,1,2,0,0,0,"N","$314,419.00 ","$0.00 ","P I F","$325,000.00 ","$276,250.00 "
"2143","INNOVATIVE WOOD DESIGN INC","UT","ZIONS FIRST NATIONAL BANK","UT",337110,"2000",84,8,1,0,0,1,"0","$60,000.00 ","$0.00 ","P I F","$60,000.00 ","$45,000.00 "
"2144","BOSWELL POULTRY","MS","FIRST FINANCIAL BANK","AR",112310,"2009",84,2,1,0,2,0,"N","$28,500.00 ","$0.00 ","P I F","$28,500.00 ","$24,225.00 "
"2145","SUBWAY SANDWICHES","AR","SIMMONS FIRST NATIONAL BANK","AR",0,"2000",84,13,2,0,0,1,"0","$125,000.00 ","$0.00 ","P I F","$125,000.00 ","$93,750.00 "
"2146","MERRIMACK VALLEY TOOL CO.,INC.","NH","TD BANK, NATIONAL ASSOCIATION","DE",332212,"1990",259,3,1,0,0,0,"N","$200,000.00 ","$0.00 ","P I F","$200,000.00 ","$162,000.00 "
"2147","JP Business Solutions LLC","AZ","SUNRISE BANK OF ARIZONA","AZ",424120,"2010",84,3,2,2,2,1,"Y","$300,000.00 ","$0.00 ","P I F","$300,000.00 ","$150,000.00 "
"2148","EAST BAY ACCIDENT & WELLNESS C","FL","REGIONS BANK","AL",621310,"2000",120,2,2,0,0,1,"0","$105,600.00 ","$0.00 ","P I F","$105,600.00 ","$79,200.00 "
"2149","TRI-COUNTY PETROLEUM, INC.","ND","FARMERS & MERCHANTS BK OF NO.","ND",424710,"2009",12,2,1,0,2,2,"Y","$424,940.00 ","$0.00 ","P I F","$250,000.00 ","$125,000.00 "
"2150","SUSSEX TOOL & SUPPLY","WI","ASSOCIATED BANK NATL ASSOC","WI",421830,"1990",204,6,1,0,0,0,"N","$85,000.00 ","$0.00 ","P I F","$85,000.00 ","$76,500.00 "
"2151","CONSULRISK LLC","FL","FLORIDA BUS. DEVEL CORP","FL",524210,"2009",240,5,1,0,1,1,"N","$347,000.00 ","$0.00 ","P I F","$352,000.00 ","$352,000.00 "
"2152","ATLANTA BREAD COMPANY","TX","COMPASS BANK","AL",0,"2000",85,13,2,13,0,1,"0","$455,000.00 ","$0.00 ","P I F","$455,000.00 ","$341,250.00 "
"2153","LANIER SUPERIOR LUBE AND AUTO","GA","SOUTH STATE BANK","GA",0,"2000",240,27,2,27,0,1,"0","$711,000.00 ","$0.00 ","P I F","$711,000.00 ","$533,250.00 "
"2154","KINDRA MANUFACTURING INC","MI","FIFTH THIRD BANK","OH",0,"2000",12,13,1,8,5,1,"T","$228,000.00 ","$0.00 ","P I F","$150,000.00 ","$75,000.00 "
"2155","OPEN ROAD ENTERPRISES, INC.","IL","NORTH COMMUNITY BANK","IL",441221,"2000",83,7,2,0,0,1,"N","$300,000.00 ","$0.00 ","P I F","$300,000.00 ","$225,000.00 "
"2156","FLETCHER CHIROPRACTIC CENTER","ID","U.S. BANK NATIONAL ASSOCIATION","OH",621310,"2000",84,1,2,1,0,1,"0","$42,348.00 ","$0.00 ","P I F","$75,000.00 ","$60,000.00 "
"2157","ENGINEERING PROFESSIONALS COLL","TX","BANK OF AMERICA NATL ASSOC","NC",0,"2000",9,3,2,10,3,1,"0","$150,000.00 ","$0.00 ","CHGOFF","$150,000.00 ","$112,500.00 "
"2158","CORAL BAGELS","FL","READYCAP LENDING, LLC","CA",0,"2000",120,7,1,0,7,1,"0","$164,000.00 ","$0.00 ","P I F","$164,000.00 ","$123,000.00 "
"2159","MARYLAND FIRE PROTECTION, INC.","MD","MANUFACTURERS & TRADERS TR CO","MD",235110,"2000",87,17,1,0,0,2,"N","$150,000.00 ","$0.00 ","P I F","$150,000.00 ","$112,500.00 "
"2160","BLACKTOP SPECIALISTS INC","OH","PNC BANK, NATIONAL ASSOCIATION","OH",0,"2000",24,10,1,0,10,1,"Y","$25,000.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"2161","UNIVERSITY BOOK & SUPPLY","MO","PHELPS COUNTY BANK","MO",451211,"2010",84,1,1,4,1,2,"N","$129,500.00 ","$0.00 ","P I F","$129,500.00 ","$116,550.00 "
"2162","KRUEGER DIRTWERX, INC.","MN","WOODLANDS NATIONAL BANK","MN",238910,"2010",48,6,1,0,6,2,"N","$98,000.00 ","$0.00 ","P I F","$98,000.00 ","$88,200.00 "
"2163","GENOA SAND PIT, INC.","TX","BEAL BANK, SSB","TX",212321,"1990",70,4,1,0,0,0,"N","$867,000.00 ","$0.00 ","P I F","$867,000.00 ","$693,600.00 "
"2164","TEXACO STARMART","CA","WELLS FARGO BANK NATL ASSOC","CA",0,"2000",220,10,2,10,0,1,"0","$1,000,000.00 ","$0.00 ","CHGOFF","$1,000,000.00 ","$750,000.00 "
"2165","MUZIO HAY CO","CA","GOVERMNET FUNDING CALBIDCO","CA",0,"1990",84,2,1,0,0,0,"N","$250,000.00 ","$0.00 ","P I F","$250,000.00 ","$212,500.00 "
"2166","JANET'S SPECIALITY SHOP, A PAR","PA","PNC BANK, NATIONAL ASSOCIATION","PA",452990,"2000",60,2,1,0,0,2,"0","$14,000.00 ","$0.00 ","P I F","$14,000.00 ","$11,200.00 "
"2167","ROEL COMPANY LTD","MO","LIBERTY BANK","MO",532420,"2000",84,4,2,0,0,1,"0","$68,500.00 ","$0.00 ","P I F","$68,500.00 ","$54,800.00 "
"2168","CRITERION LABORATORIES, INC.","PA","CITIZENS BANK OF PENNSYLVANIA","PA",541690,"2010",84,17,1,3,20,1,"Y","$148,691.00 ","$0.00 ","P I F","$100,000.00 ","$50,000.00 "
"2169","DREAM WITH COLORS INC","AZ","JPMORGAN CHASE BANK NATL ASSOC","IL",0,"2000",84,15,2,13,2,1,"Y","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$50,000.00 "
"2170","DISCOUNT TREES & SHRUBS, INC.","TX","HOUSTON-GALVESTON AREA LOCAL D","TX",0,"2000",240,12,1,9,0,1,"N","$311,000.00 ","$0.00 ","P I F","$311,000.00 ","$311,000.00 "
"2171","SANTA FE MOLD CO","CA","FIRST BANK","CA",0,"2000",300,45,1,0,45,1,"0","$1,063,700.00 ","$0.00 ","P I F","$1,063,700.00 ","$594,044.00 "
"2172","SPEED TRACK # 4","TX","JPMORGAN CHASE BANK NATL ASSOC","NV",0,"2000",240,3,1,1,2,1,"0","$1,250,000.00 ","$0.00 ","P I F","$1,250,000.00 ","$750,000.00 "
"2173","RELIEF STAFF REGISTRY","CA","CITIBANK INTERNATIONAL","CA",561310,"2000",52,217,1,5,217,1,"0","$144,127.00 ","$0.00 ","CHGOFF","$160,000.00 ","$120,000.00 "
"2174","KENYONS SOO BAHK DO PACIFIC BE","CA","U.S. BANK NATIONAL ASSOCIATION","OH",713940,"2000",300,5,1,0,5,1,"0","$200,000.00 ","$0.00 ","P I F","$236,000.00 ","$177,000.00 "
"2175","VALENTINE COFFEE CO","WI","U.S. BANK NATIONAL ASSOCIATION","OH",424490,"2010",84,2,2,1,3,1,"Y","$20,000.00 ","$0.00 ","P I F","$20,000.00 ","$18,000.00 "
"2176","CLEAR RIDGE ROOFING","PA","MANUFACTURERS & TRADERS TR CO","NY",235610,"2000",84,11,1,0,0,2,"0","$20,000.00 ","$0.00 ","P I F","$20,000.00 ","$16,000.00 "
"2177","DADE STREET SALES CORPORATION","FL","WACHOVIA SBA LENDING, INC.","CA",421510,"2000",120,11,1,0,11,1,"0","$243,000.00 ","$0.00 ","P I F","$243,000.00 ","$182,250.00 "
"2178","Integrity Martial Arts, LLC","CT","JPMORGAN CHASE BANK NATL ASSOC","IL",812990,"2010",78,3,1,0,3,1,"N","$15,000.00 ","$0.00 ","P I F","$15,000.00 ","$15,000.00 "
"2179","BALDWIN OFFICES LLC","TX","COMPASS BANK","AL",541110,"2000",234,2,1,0,2,1,"0","$500,000.00 ","$0.00 ","P I F","$500,000.00 ","$375,000.00 "
"2180","CEDAR COUNTRY BOY","MN","ASSOCIATED BANK NATL ASSOC","MN",452990,"2000",60,2,1,0,2,1,"0","$60,000.00 ","$0.00 ","P I F","$60,000.00 ","$48,000.00 "
"2181","JOHN F DOWNEY INC","KS","BANK OF AMERICA NATL ASSOC","NC",524128,"2000",60,2,1,2,2,1,"0","$150,000.00 ","$0.00 ","P I F","$150,000.00 ","$75,000.00 "
"2182","AMERICAN DIGITAL COMMUNICATION","GA","THE PIEDMONT BANK","GA",323115,"2010",120,31,1,4,31,1,"N","$1,233,000.00 ","$0.00 ","P I F","$1,233,000.00 ","$1,109,700.00 "
"2183","BREE ENGINEERING, INC.","CA","PACIFIC WESTERN BANK","CA",0,"2000",12,2,1,0,0,0,"N","$200,000.00 ","$0.00 ","P I F","$200,000.00 ","$150,000.00 "
"2184","RAE'S JEWELRY","MS","TRUSTMARK NATIONAL BANK","MS",448310,"2000",60,2,2,2,0,1,"Y","$25,000.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"2185","ANDRIANA, LTD","IL","FIFTH THIRD BANK","OH",0,"2000",84,20,2,20,0,1,"0","$406,088.00 ","$0.00 ","P I F","$500,000.00 ","$375,000.00 "
"2186","DAYLIGHT DONUTS","NE","FIRST NATIONAL BANK OF OMAHA","NE",0,"2000",69,2,2,0,0,1,"0","$83,900.00 ","$0.00 ","CHGOFF","$83,900.00 ","$67,120.00 "
"2187","Cornerstone Family Dentistry P","SC","CERTIFIED DEVEL CORP OF SO. CA","SC",621210,"2010",240,2,1,4,2,1,"N","$503,000.00 ","$0.00 ","P I F","$563,000.00 ","$563,000.00 "
"2188","Red Lobo Safety and Security,","TX","JPMORGAN CHASE BANK NATL ASSOC","IL",453998,"2010",39,1,2,1,1,1,"N","$25,100.00 ","$0.00 ","CHGOFF","$25,100.00 ","$22,590.00 "
"2189","DALLAS DATA SYSTEMS","PA","NATIONAL PENN BANK","PA",0,"2000",65,1,1,0,0,1,"N","$150,000.00 ","$0.00 ","P I F","$150,000.00 ","$112,500.00 "
"2190","F/V VICKI RAE","AK","WELLS FARGO BANK NATL ASSOC","AK",114111,"1990",84,4,1,0,0,0,"N","$230,000.00 ","$0.00 ","P I F","$230,000.00 ","$195,500.00 "
"2191","Kabel Builders Inc.","NY","FIVE STAR BANK","NY",236115,"2010",1,1,1,0,1,2,"N","$25,000.00 ","$0.00 ","CHGOFF","$25,000.00 ","$12,500.00 "
"2192","PERSONAL STRENGTHS PUB. INC.","CA","CDC SMALL BUS. FINAN CORP","CA",0,"2000",240,7,1,11,7,1,"N","$400,000.00 ","$0.00 ","P I F","$400,000.00 ","$400,000.00 "
"2193","Doc Burnstein's Ice Cream Lab","CA","COAST NATIONAL BANK","CA",445299,"2010",12,1,1,0,18,2,"Y","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$45,000.00 "
"2194","Q & H Enterprises","TX","JPMORGAN CHASE BANK NATL ASSOC","IL",333298,"2010",84,6,1,3,6,1,"Y","$49,810.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"2195","Jarrett Tax Services, LLC","AK","WELLS FARGO BANK NATL ASSOC","SD",541219,"2010",120,1,2,8,1,1,"N","$127,000.00 ","$0.00 ","P I F","$127,000.00 ","$114,300.00 "
"2196","Grace Hospice, Inc.","CA","WELLS FARGO BANK NATL ASSOC","SD",621610,"2010",120,28,1,0,0,1,"N","$486,000.00 ","$0.00 ","P I F","$486,000.00 ","$437,400.00 "
"2197","NATIONAL NEON INSTITUTE","CA","WELLS FARGO BANK NATL ASSOC","CA",611519,"2000",124,2,1,1,2,1,"0","$396,000.00 ","$0.00 ","P I F","$396,000.00 ","$297,000.00 "
"2198","TECHNICAL EDUCATIONAL SERVICES","TX","SOUTHWEST SECURITIES, FSB","TX",0,"1990",288,5,1,0,0,0,"N","$250,000.00 ","$0.00 ","P I F","$300,000.00 ","$252,000.00 "
"2199","MCCULLOUGH FEED & SUPPLY","IA","PLEASANTVILLE STATE BANK","IA",0,"1990",72,1,1,0,0,0,"N","$20,000.00 ","$0.00 ","P I F","$20,000.00 ","$10,000.00 "
"2200","KIDS COVE/RUMPUS ROOM","NV","WELLS FARGO BANK NATL ASSOC","SD",624410,"1990",60,10,2,0,0,0,"N","$30,000.00 ","$0.00 ","P I F","$30,000.00 ","$25,500.00 "
"2201","YURI OF JAPAN","IL","BBCN BANK","CA",722110,"2010",84,9,1,0,9,1,"N","$25,000.00 ","$0.00 ","P I F","$25,000.00 ","$21,250.00 "
"2202","MOONPAX, INC","ID","WELLS FARGO BANK NATL ASSOC","SD",454111,"2010",71,0,2,0,0,1,"Y","$17,330.00 ","$0.00 ","CHGOFF","$10,000.00 ","$5,000.00 "
"2203","CANDY BOUQUET","PA","PEOPLES SECURITY BK & TR CO","PA",453220,"2000",84,4,1,0,0,2,"0","$20,000.00 ","$0.00 ","P I F","$20,000.00 ","$16,000.00 "
"2204","Anchorage Yoga, LLC","AK","WELLS FARGO BANK NATL ASSOC","SD",812199,"2010",120,3,2,3,0,1,"N","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$85,000.00 "
"2205","MSO BILLING SERVICES INC","TX","BANK OF AMERICA NATL ASSOC","NC",0,"2000",12,27,1,4,31,1,"Y","$149,999.00 ","$0.00 ","P I F","$75,000.00 ","$37,500.00 "
"2206","FAIR OAKS MARKET","TX","JPMORGAN CHASE BANK NATL ASSOC","NV",0,"2000",264,1,1,8,0,1,"0","$1,305,000.00 ","$0.00 ","P I F","$1,305,000.00 ","$749,996.00 "
"2207","ADVANCE SHUTTER PROTECTION","FL","READYCAP LENDING, LLC","CA",0,"2000",204,8,1,0,8,1,"0","$1,028,500.00 ","$0.00 ","P I F","$1,028,500.00 ","$749,992.00 "
"2208","SEAN CORRIGAN","WI","PREMIER COMMUNITY BANK","WI",112120,"2010",73,2,1,0,2,2,"N","$33,100.00 ","$0.00 ","P I F","$33,100.00 ","$33,100.00 "
"2209","JERRY COLEMAN DECORATING","UT","U.S. BANK NATIONAL ASSOCIATION","OH",238320,"2010",84,2,1,0,2,1,"Y","$19,860.00 ","$0.00 ","P I F","$15,000.00 ","$7,500.00 "
"2210","GSE DEVELOPING INC","WA","SEATTLE ECONOMIC DEVEL FUND DB","WA",238990,"2010",78,12,1,0,12,1,"N","$34,233.00 ","$0.00 ","P I F","$35,000.00 ","$35,000.00 "
"2211","MID COUNTRY MACHINERY, INC.","IA","IOWA BUSINESS GROWTH COMPANY","IA",421810,"2000",240,5,1,0,5,2,"N","$76,000.00 ","$0.00 ","P I F","$76,000.00 ","$76,000.00 "
"2212","B.C. Tent & Awning Co., Inc.","MA","SOUTH EASTERN ECONOMIC DEVEL C","MA",0,"2000",240,10,0,10,10,1,"N","$344,000.00 ","$0.00 ","P I F","$344,000.00 ","$344,000.00 "
"2213","MCCORRY GROUP INC","PA","PNC BANK, NATIONAL ASSOCIATION","DE",421910,"2000",84,18,1,0,18,1,"0","$450,000.00 ","$0.00 ","P I F","$450,000.00 ","$337,500.00 "
"2214","BLACKBEARD LIQUORS","CO","PREMIER BANK","CO",445310,"2000",228,1,1,1,0,1,"0","$221,000.00 ","$0.00 ","P I F","$221,000.00 ","$165,750.00 "
"2215","Island Events LLC","HI","AMERICAN SAVINGS BANK, FSB","HI",561599,"2010",84,1,2,2,1,1,"Y","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"2216","IVY RIDGE RETIREMENT HOME","CA","READYCAP LENDING, LLC","CA",0,"2000",300,4,1,0,0,1,"N","$550,000.00 ","$0.00 ","P I F","$550,000.00 ","$412,500.00 "
"2217","HEARTLAND PIZZA LLC","NE","GREAT WESTERN BANK","NE",0,"2000",60,12,1,0,12,1,"0","$59,981.00 ","$0.00 ","P I F","$62,800.00 ","$31,400.00 "
"2218","SOONER PRODUCE","OK","BANCFIRST INVEST CORP","OK",422480,"2000",84,1,1,0,0,1,"0","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$40,000.00 "
"2219","COASTAL MEDICAL INC","SC","BANK OF AMERICA NATL ASSOC","NC",0,"2000",84,2,2,0,2,1,"0","$60,000.00 ","$0.00 ","P I F","$60,000.00 ","$30,000.00 "
"2220","KETTLE MORAINE HEALTH CENTER S","WI","WELLS FARGO BANK NATL ASSOC","MN",621310,"2000",120,13,1,0,13,1,"0","$392,000.00 ","$0.00 ","P I F","$392,000.00 ","$294,000.00 "
"2221","Q-CASE INC","NC","SUPERIOR FINANCIAL GROUP, LLC","CA",423450,"2010",120,2,1,1,2,1,"N","$7,500.00 ","$0.00 ","P I F","$7,500.00 ","$6,375.00 "
"2222","BAILEY DRUG, INC.","NE","PINNACLE BANK","NE",0,"2000",120,4,1,0,0,1,"0","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$80,000.00 "
"2223","ROADSIDE DINER, INC.","OK","INTERBANK","OK",0,"2000",84,8,2,0,0,1,"0","$9,300.00 ","$0.00 ","P I F","$9,300.00 ","$7,440.00 "
"2224","INDUSTRY SHOPPER PUBLISHING IN","NV","WELLS FARGO BANK NATL ASSOC","NV",511120,"2000",102,8,1,1,8,1,"0","$1,000,000.00 ","$0.00 ","P I F","$1,000,000.00 ","$750,000.00 "
"2225","AUTOBAHN EXTREMISTS","OH","KEYBANK NATIONAL ASSOCIATION","OH",441229,"2000",60,3,1,1,2,1,"Y","$25,000.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"2226","T A B EQUIPMENT & SUPPLY CO IN","OH","KEYBANK NATIONAL ASSOCIATION","OH",234110,"2000",24,18,1,32,18,1,"0","$498,000.00 ","$0.00 ","P I F","$498,000.00 ","$373,500.00 "
"2227","ANALYTICS ENVIRONMENTAL LABORA","NH","BANK OF AMERICA NATL ASSOC","RI",541710,"2000",33,10,2,10,10,1,"Y","$427,659.00 ","$0.00 ","P I F","$150,000.00 ","$75,000.00 "
"2228","HOUMAN JEWELRY DESIGN","CA","CALIFORNIA BANK & TRUST","CA",339911,"2000",83,1,1,0,1,1,"N","$21,987.00 ","$0.00 ","P I F","$22,000.00 ","$11,000.00 "
"2229","MOHAMED JAWAD SHAKARCHI","MI","READYCAP LENDING, LLC","CA",621210,"2000",300,3,1,3,3,1,"0","$143,300.00 ","$0.00 ","P I F","$143,300.00 ","$107,475.00 "
"2230","SCHLOTZSKY'S DELI","AL","COMPASS BANK","AL",0,"2000",84,12,1,0,0,1,"N","$155,000.00 ","$0.00 ","P I F","$155,000.00 ","$116,250.00 "
"2231","SECOND IMPRESSION","TX","WELLS FARGO BANK NATL ASSOC","SD",453310,"2000",120,4,1,1,4,1,"0","$80,800.00 ","$0.00 ","P I F","$80,800.00 ","$64,640.00 "
"2232","EPICUREAN ENTERPRISES/GIVERNY","KS","BANK OF AMERICA NATL ASSOC","NC",0,"2000",33,1,2,1,3,1,"0","$134,300.00 ","$0.00 ","CHGOFF","$134,300.00 ","$100,725.00 "
"2233","HEATHERLY FARMS","AL","WELLS FARGO BANK NATL ASSOC","SD",112320,"1990",180,2,1,0,0,0,"N","$164,000.00 ","$0.00 ","P I F","$164,000.00 ","$139,400.00 "
"2234","FOOD SERVICE SOLUTIONS INC","PA","FIRST COMMONWEALTH BANK","PA",541511,"2000",11,7,1,0,7,1,"0","$25,000.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"2235","ULTIMATE HEALTH & FITNESS PROD","MA","BANK OF WESTERN MASSACHUSETTS","MA",0,"2000",63,1,1,0,0,1,"0","$36,000.00 ","$0.00 ","P I F","$36,000.00 ","$28,800.00 "
"2236","WAYNE MASONRY INC.","OH","FIFTH THIRD BANK","OH",235410,"2000",12,55,1,0,0,1,"N","$400,000.00 ","$0.00 ","P I F","$400,000.00 ","$300,000.00 "
"2237","I B BARROWS COMPANY INC","MA","FLAGSHIP BANK, A DIVISION OF","MA",444130,"2000",240,3,1,1,3,1,"0","$500,347.00 ","$0.00 ","P I F","$600,000.00 ","$450,000.00 "
"2238","COMPUTER CONCEPTS","LA","GULF COAST BANK","LA",541511,"2000",84,4,2,0,0,1,"0","$125,000.00 ","$0.00 ","P I F","$125,000.00 ","$93,750.00 "
"2239","FRANIELE, INC.","NJ","FULTON BANK OF NEW JERSEY","NJ",0,"2000",84,10,1,0,0,2,"0","$65,000.00 ","$0.00 ","P I F","$65,000.00 ","$52,000.00 "
"2240","THE ELBOW ROOM","CT","WEBSTER BANK NATL ASSOC","CT",0,"2000",84,12,1,8,12,1,"0","$130,000.00 ","$0.00 ","P I F","$130,000.00 ","$97,500.00 "
"2241","ADVANCED ORTHOTICS & PROSTHETI","TX","AMER BANK NATL ASSOC","TX",0,"2000",84,8,1,0,0,1,"0","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$80,000.00 "
"2242","STONE FIRE & FLOOD RESTORATION","UT","CAPITAL COMMUNITY BANK","UT",0,"2000",14,80,1,0,0,1,"N","$750,000.00 ","$0.00 ","CHGOFF","$750,000.00 ","$562,500.00 "
"2243","440 WASHINGTON, LLC.","CT","TD BANK, NATIONAL ASSOCIATION","DE",532112,"2000",240,16,1,0,0,1,"N","$350,000.00 ","$0.00 ","P I F","$350,000.00 ","$262,500.00 "
"2244","MAVERICK ENTERPRISES, INC.","CO","GUARANTY BK & TR CO","CO",811310,"2010",84,31,1,0,31,1,"N","$500,000.00 ","$0.00 ","P I F","$500,000.00 ","$450,000.00 "
"2245","MOTO-PHOTO OF STILLWATER","OK","FIRST NATL BK OF OKLAHOMA","OK",0,"1990",120,5,2,0,0,0,"N","$302,800.00 ","$0.00 ","P I F","$302,800.00 ","$211,960.00 "
"2246","ENGEL METALLURGICAL LTD","MN","PLAZA PARK STATE BANK","MN",541330,"2010",77,1,1,0,1,2,"N","$35,000.00 ","$0.00 ","P I F","$35,000.00 ","$35,000.00 "
"2247","James L and Sherryl A McGown P","TX","FIRST FINANCIAL BANK","AR",112320,"2010",120,2,1,0,2,2,"N","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
